,Const,Runtime,Imdbvotes,Metascore,Award Status_Oscar Nom,Award Status_Oscar Win,Award Status_Other Nom,Award Status_Other Win,Genre Group_Action/Adventure,Genre Group_Drama/Thriller,Genre Group_Animation,Genre Group_Comedy,Genre Group_Horror
1823,1.0,130.0,131112.0,51.0,0,0,0,1,0,1,0,0,0
306,1.0,97.0,92197.0,46.0,0,0,0,1,1,0,0,0,0
1633,1.0,82.0,4273.0,10.0,0,0,1,0,0,0,0,1,0
1850,1.0,130.0,83847.0,73.0,1,0,0,0,1,0,0,0,0
5,1.0,170.0,671178.0,76.0,0,0,1,0,1,0,0,0,0
1779,1.0,116.0,244331.0,49.0,0,0,0,1,0,0,0,1,0
2320,1.0,103.0,2000.0,58.74590869939707,0,0,0,1,0,0,0,1,0
1721,1.0,98.0,12457.0,38.0,0,0,1,0,0,0,0,1,0
583,1.0,109.0,11582.0,58.74590869939707,0,0,0,1,0,1,0,0,0
2567,1.0,91.0,24066.0,52.0,0,0,0,0,1,0,0,0,0
1590,1.0,97.0,27807.0,52.0,0,0,1,0,0,1,0,0,0
1656,1.0,93.0,2654.0,58.0,0,0,0,1,0,0,0,1,0
186,1.0,115.0,3172.0,58.74590869939707,0,0,1,0,0,1,0,0,0
3001,1.0,82.0,93.0,66.0,0,0,0,1,0,0,0,0,0
1,1.0,104.0,356930.0,39.0,0,0,0,1,1,0,0,0,0
278,1.0,105.0,4539.0,58.74590869939707,0,0,0,1,0,0,0,1,0
1954,1.0,86.0,3335.0,43.0,0,0,1,0,1,0,0,0,0
11,1.0,88.0,43397.0,58.74590869939707,0,0,0,0,0,0,0,1,0
1552,1.0,107.0,14911.0,23.0,0,0,1,0,0,0,0,1,0
1427,1.0,92.0,4436.0,58.74590869939707,0,1,0,0,1,0,0,0,0
2632,1.0,94.0,200791.0,41.0,0,0,0,1,1,0,0,0,0
1680,1.0,99.0,88244.0,33.0,0,0,0,1,1,0,0,0,0
1630,1.0,115.0,22220.0,52.0,0,0,0,1,0,1,0,0,0
419,1.0,101.0,1792.0,58.74590869939707,0,0,0,1,0,0,0,1,0
2006,1.0,86.0,15513.0,68.0,0,0,0,1,0,0,0,1,0
2053,1.0,92.0,9270.0,37.0,0,0,0,1,0,0,0,1,0
847,1.0,101.0,59348.0,44.0,0,0,0,0,1,0,0,0,0
1726,1.0,102.0,4956.0,58.74590869939707,0,0,1,0,1,0,0,0,0
1801,1.0,94.0,6908.0,58.74590869939707,0,0,0,0,0,0,0,1,0
686,1.0,109.0,161.0,58.74590869939707,0,0,0,0,0,0,0,1,0
279,1.0,87.0,121643.0,41.0,0,0,1,0,1,0,0,0,0
724,1.0,107.0,53970.0,43.0,0,0,1,0,1,0,0,0,0
385,1.0,101.0,6399.0,74.0,0,0,0,1,0,0,0,1,0
2012,1.0,108.0,192918.0,77.0,0,1,0,0,0,0,1,0,0
808,1.0,242.0,39038.0,58.74590869939707,1,0,0,0,0,1,0,0,0
131,1.0,119.0,273777.0,41.0,0,0,0,1,1,0,0,0,0
2485,1.0,128.0,413031.0,69.0,0,0,0,1,1,0,0,0,0
3161,1.0,111.0,2308.0,33.0,0,0,0,0,0,1,0,0,0
487,1.0,110.0,14539.0,50.0,0,0,1,0,0,0,0,0,0
355,1.0,99.0,1143.0,62.0,0,0,0,0,0,0,0,1,0
2036,1.0,101.0,12014.0,52.0,0,0,0,1,1,0,0,0,0
1846,1.0,104.0,22793.0,43.0,0,0,1,0,0,0,0,0,0
69,1.0,90.0,5317.0,58.74590869939707,0,0,0,1,0,0,0,1,0
940,1.0,103.0,247964.0,99.0,1,0,0,0,0,0,0,1,0
537,1.0,82.0,52436.0,45.0,0,0,0,1,0,0,0,1,0
544,1.0,103.0,602102.0,63.0,1,0,0,0,0,0,0,1,0
1088,1.0,86.0,39634.0,57.0,0,0,0,0,0,0,0,1,0
97,1.0,135.0,84726.0,69.0,1,0,0,0,0,1,0,0,0
303,1.0,98.0,8870.0,58.74590869939707,0,0,1,0,0,0,0,0,0
157,1.0,92.0,6501.0,58.74590869939707,0,0,0,1,0,0,0,1,0
2257,1.0,111.0,875.0,45.0,0,0,0,0,0,1,0,0,0
1793,1.0,101.0,15726.0,43.0,0,0,0,0,1,0,0,0,0
133,1.0,102.0,115366.0,46.0,0,0,0,1,0,0,0,0,0
1939,1.0,140.0,8709.0,58.74590869939707,0,0,0,1,0,1,0,0,0
1744,1.0,103.0,4591.0,58.74590869939707,0,0,0,0,0,0,0,1,0
53,1.0,103.0,13833.0,56.0,0,0,1,0,0,0,0,1,0
351,1.0,126.0,22795.0,58.74590869939707,0,0,1,0,0,1,0,0,0
2652,1.0,104.0,61927.0,75.0,0,0,0,1,0,0,0,0,0
679,1.0,100.0,6313.0,58.74590869939707,0,0,0,0,0,1,0,0,0
169,1.0,95.0,5954.0,58.74590869939707,0,0,0,1,0,0,0,0,0
1705,1.0,88.0,3239.0,53.0,0,0,0,1,1,0,0,0,0
946,1.0,96.0,53.0,58.74590869939707,0,0,0,0,0,0,0,0,0
3149,1.0,144.0,14040.0,82.0,0,0,0,1,0,0,0,0,0
1013,1.0,91.0,37857.0,68.0,0,0,0,1,0,0,0,0,1
826,1.0,79.0,1366.0,58.74590869939707,0,0,0,0,0,1,0,0,0
2987,1.0,102.0,80049.0,37.0,0,0,0,1,0,1,0,0,0
1505,1.0,90.0,32121.0,49.0,0,0,1,0,1,0,0,0,0
983,1.0,133.0,205470.0,60.0,0,0,0,1,1,0,0,0,0
159,1.0,96.0,120996.0,58.74590869939707,0,0,0,1,1,0,0,0,0
2134,1.0,86.0,8253.0,40.0,0,0,0,1,0,0,0,1,0
2548,1.0,109.0,5495.0,64.0,0,0,0,1,0,1,0,0,0
181,1.0,106.0,15400.0,62.0,0,0,0,1,0,0,0,1,0
74,1.0,115.0,28603.0,46.0,0,0,0,1,0,0,0,0,0
180,1.0,112.0,37215.0,70.0,0,0,0,1,0,0,0,1,0
2463,1.0,109.0,1395.0,58.74590869939707,0,0,0,0,0,0,0,1,0
73,1.0,118.0,19300.0,58.74590869939707,0,0,0,1,0,0,0,0,0
1008,1.0,107.0,18839.0,58.74590869939707,0,0,0,1,0,0,0,1,0
2038,1.0,143.0,565597.0,64.0,1,0,0,0,1,0,0,0,0
2455,1.0,110.0,9396.0,73.0,0,0,0,1,1,0,0,0,0
522,1.0,96.0,4318.0,78.0,1,0,0,0,0,0,0,0,0
596,1.0,123.0,4389.0,58.74590869939707,0,0,1,0,0,1,0,0,0
546,1.0,90.0,434511.0,86.0,0,1,0,0,0,0,1,0,0
2184,1.0,95.0,13300.0,38.0,0,0,1,0,0,0,0,1,0
1066,1.0,114.0,22379.0,27.0,0,0,0,1,0,0,0,1,0
255,1.0,100.0,24531.0,35.0,0,0,0,0,0,0,0,1,0
2073,1.0,102.0,18936.0,39.0,0,0,0,0,0,0,0,0,1
2274,1.0,124.0,98331.0,61.0,0,0,1,0,0,1,0,0,0
88,1.0,99.0,2669.0,58.74590869939707,0,0,0,1,0,0,0,1,0
855,1.0,135.0,30603.0,78.0,1,0,0,0,0,1,0,0,0
538,1.0,94.0,7012.0,58.74590869939707,0,0,1,0,1,0,0,0,0
2618,1.0,100.0,251053.0,83.0,1,0,0,0,0,0,0,0,0
1716,1.0,114.0,25040.0,85.0,1,0,0,0,0,0,0,1,0
1519,1.0,113.0,113087.0,62.0,0,0,0,1,0,1,0,0,0
1481,1.0,111.0,16807.0,58.74590869939707,0,0,1,0,0,1,0,0,0
835,1.0,123.0,10840.0,68.0,0,0,0,1,0,1,0,0,0
1545,1.0,121.0,163692.0,83.0,0,1,0,0,0,1,0,0,0
684,1.0,81.0,184776.0,59.0,0,0,0,1,0,0,0,1,0
1729,1.0,101.0,159751.0,45.0,0,0,0,1,1,0,0,0,0
238,1.0,109.0,70671.0,59.0,1,0,0,0,0,0,0,1,0
836,1.0,116.0,5155.0,57.0,0,0,0,1,0,0,0,0,0
2647,1.0,138.0,48906.0,58.74590869939707,1,0,0,0,0,0,0,0,0
471,1.0,87.0,14348.0,58.74590869939707,0,0,0,1,1,0,0,0,0
887,1.0,170.0,98139.0,95.0,0,1,0,0,0,1,0,0,0
1875,1.0,91.0,472.0,64.0,0,0,0,1,0,1,0,0,0
456,1.0,111.0,17325.0,49.0,0,0,0,1,0,0,0,1,0
1500,1.0,90.0,17770.0,80.0,0,0,0,1,0,1,0,0,0
1727,1.0,88.0,24883.0,62.0,0,0,0,1,0,0,0,1,0
790,1.0,120.0,5849.0,84.0,0,0,0,1,1,0,0,0,0
2356,1.0,124.0,20881.0,49.0,0,0,1,0,0,1,0,0,0
2600,1.0,112.0,16280.0,24.0,0,0,1,0,0,0,0,0,0
1961,1.0,111.0,17616.0,38.0,0,0,0,0,0,1,0,0,0
2232,1.0,100.0,6099.0,62.0,0,0,0,0,0,0,0,1,0
441,1.0,128.0,108165.0,74.0,1,0,0,0,1,0,0,0,0
1352,1.0,88.0,5536.0,58.74590869939707,0,0,0,0,0,0,0,1,0
1670,1.0,125.0,112625.0,55.0,1,0,0,0,1,0,0,0,0
627,1.0,94.0,4436.0,58.74590869939707,0,0,0,0,1,0,0,0,0
2125,1.0,169.0,2448.0,78.0,0,0,0,1,0,0,0,0,0
1912,1.0,110.0,35755.0,69.0,0,0,0,1,0,0,0,1,0
176,1.0,94.0,113219.0,55.0,0,0,1,0,1,0,0,0,0
1778,1.0,84.0,199515.0,88.0,0,0,0,1,0,0,1,0,0
1514,1.0,138.0,209285.0,90.0,0,1,0,0,0,1,0,0,0
1058,1.0,107.0,882688.0,84.0,0,0,0,1,1,0,0,0,0
678,1.0,114.0,35172.0,83.0,0,1,0,0,0,1,0,0,0
934,1.0,123.0,17312.0,62.0,0,0,0,1,1,0,0,0,0
672,1.0,138.0,133806.0,98.0,0,1,0,0,0,1,0,0,0
873,1.0,105.0,515.0,58.74590869939707,0,1,0,0,0,0,0,0,0
1702,1.0,88.0,13506.0,41.0,0,0,1,0,1,0,0,0,0
911,1.0,102.0,59825.0,71.0,0,0,0,1,1,0,0,0,0
424,1.0,130.0,303937.0,87.0,0,1,0,0,1,0,0,0,0
446,1.0,110.0,17650.0,46.0,0,0,0,0,1,0,0,0,0
529,1.0,102.0,6857.0,44.0,0,0,0,0,1,0,0,0,0
183,1.0,109.0,829.0,58.74590869939707,0,0,0,0,0,1,0,0,0
3007,1.0,116.0,104770.0,31.0,0,0,0,1,0,0,0,1,0
79,1.0,129.0,24515.0,53.0,0,0,1,0,1,0,0,0,0
2532,1.0,88.0,2221.0,52.0,0,0,0,1,0,1,0,0,0
2304,1.0,93.0,173566.0,64.0,0,0,0,1,0,0,0,1,0
754,1.0,103.0,30229.0,25.0,0,0,0,0,0,0,0,1,0
280,1.0,133.0,71246.0,92.0,1,0,0,0,0,0,0,0,0
1523,1.0,100.0,16971.0,75.0,0,0,1,0,0,0,0,1,0
120,1.0,106.0,494.0,58.74590869939707,0,0,0,0,0,0,0,1,0
2329,1.0,114.0,9498.0,64.0,0,0,0,0,0,0,0,0,0
3037,1.0,87.0,8875.0,49.0,0,0,1,0,0,0,0,1,0
1568,1.0,107.0,436728.0,47.0,1,0,0,0,1,0,0,0,0
81,1.0,87.0,42242.0,34.0,0,0,0,0,0,0,0,1,0
98,1.0,99.0,25219.0,64.0,0,0,1,0,1,0,0,0,0
1890,1.0,85.0,176623.0,76.0,0,0,1,0,0,0,0,1,0
1282,1.0,124.0,100655.0,41.0,0,0,0,1,1,0,0,0,0
1526,1.0,106.0,33044.0,24.0,0,0,1,0,1,0,0,0,0
965,1.0,96.0,85201.0,71.0,0,0,0,1,0,0,0,1,0
2186,1.0,110.0,60835.0,74.0,0,0,0,1,0,0,0,0,0
302,1.0,118.0,84163.0,55.0,0,0,0,1,1,0,0,0,0
1880,1.0,87.0,16252.0,57.0,0,0,1,0,0,0,0,1,0
268,1.0,98.0,700.0,58.74590869939707,0,0,1,0,0,0,0,1,0
804,1.0,116.0,3980.0,58.74590869939707,0,0,1,0,0,0,0,1,0
587,1.0,88.0,705.0,58.74590869939707,0,0,0,0,0,1,0,0,0
3271,1.0,105.0,93743.0,40.0,0,0,1,0,1,0,0,0,0
311,1.0,106.0,31019.0,39.0,0,0,1,0,1,0,0,0,0
50,1.0,100.0,10512.0,58.74590869939707,0,0,0,0,0,0,0,1,0
1497,1.0,96.0,8756.0,25.0,0,0,1,0,0,1,0,0,0
1874,1.0,87.0,7687.0,70.0,0,0,0,1,0,0,0,1,0
3059,1.0,109.0,257638.0,68.0,0,0,0,1,1,0,0,0,0
2726,1.0,102.0,19025.0,42.0,0,0,0,0,0,0,0,0,0
2851,1.0,86.0,240.0,44.0,0,0,1,0,0,0,0,0,0
1436,1.0,107.0,10059.0,55.0,0,0,0,0,1,0,0,0,0
1587,1.0,105.0,6369.0,72.0,0,0,0,1,0,0,0,0,0
490,1.0,114.0,65875.0,71.0,0,0,0,1,0,0,0,0,0
2754,1.0,5.0,11320.0,58.74590869939707,0,1,0,0,0,0,1,0,0
2159,1.0,99.0,12097.0,71.0,0,0,0,1,0,0,0,1,0
1772,1.0,94.0,62680.0,48.0,0,0,0,1,0,0,1,0,0
101,1.0,178.0,1053034.0,68.0,0,1,0,0,0,0,0,0,0
1918,1.0,95.0,2322.0,58.74590869939707,0,0,0,0,0,0,0,0,0
1121,1.0,98.0,8464.0,36.0,0,0,0,0,0,0,0,1,0
383,1.0,108.0,14985.0,53.0,0,0,1,0,0,0,0,1,0
2401,1.0,95.0,4267.0,52.0,0,0,0,1,0,0,0,0,0
2098,1.0,94.0,39350.0,39.0,0,0,0,1,0,0,1,0,0
1475,1.0,121.0,8931.0,38.0,1,0,0,0,0,1,0,0,0
1700,1.0,96.0,1940.0,58.74590869939707,0,0,0,1,1,0,0,0,0
626,1.0,105.0,8205.0,35.0,0,0,1,0,0,0,0,1,0
2494,1.0,111.0,5683.0,58.74590869939707,0,0,0,0,1,0,0,0,0
1437,1.0,189.0,162472.0,72.0,0,1,0,0,0,1,0,0,0
2084,1.0,87.0,45588.0,38.0,0,0,1,0,1,0,0,0,0
414,1.0,97.0,3001.0,51.0,0,0,0,0,0,0,0,1,0
2640,1.0,99.0,15667.0,38.0,0,0,0,0,1,0,0,0,0
374,1.0,97.0,482.0,58.74590869939707,0,0,0,1,0,0,0,0,0
2454,1.0,78.0,2600.0,58.74590869939707,0,0,0,1,0,0,0,0,0
3172,1.0,99.0,2585.0,58.74590869939707,0,0,0,0,0,0,0,1,0
1660,1.0,110.0,131376.0,77.0,0,0,0,1,1,0,0,0,0
2185,1.0,110.0,245879.0,35.0,0,0,0,1,1,0,0,0,0
1503,1.0,87.0,8349.0,58.74590869939707,0,0,0,1,0,1,0,0,0
2001,1.0,48.0,4367.0,58.74590869939707,0,0,0,1,0,0,0,1,0
408,1.0,110.0,55091.0,76.0,1,0,0,0,0,0,0,1,0
2068,1.0,85.0,7300.0,67.0,0,0,1,0,0,1,0,0,0
399,1.0,144.0,223850.0,66.0,0,0,0,1,0,0,0,0,0
2385,1.0,117.0,134607.0,81.0,0,0,0,1,0,0,0,1,0
240,1.0,89.0,6476.0,34.0,0,0,1,0,1,0,0,0,0
472,1.0,94.0,17518.0,75.0,1,0,0,0,0,0,0,0,0
12,1.0,78.0,45673.0,58.74590869939707,0,0,1,0,0,0,1,0,0
2260,1.0,120.0,63568.0,55.0,0,0,0,1,0,0,0,0,0
966,1.0,126.0,17191.0,61.0,0,0,0,0,1,0,0,0,0
2396,1.0,86.0,118907.0,90.0,0,1,0,0,0,1,0,0,0
1653,1.0,93.0,173790.0,55.0,0,0,0,1,0,0,0,1,0
1868,1.0,124.0,19211.0,75.0,0,0,0,1,1,0,0,0,0
2058,1.0,130.0,1452.0,58.74590869939707,0,0,0,0,0,1,0,0,0
1667,1.0,124.0,18383.0,58.74590869939707,1,0,0,0,0,0,0,1,0
1137,1.0,116.0,5635.0,57.0,0,0,1,0,0,0,0,0,0
888,1.0,92.0,10065.0,62.0,1,0,0,0,0,0,0,1,0
107,1.0,92.0,4248.0,33.0,0,0,0,0,0,0,0,1,0
2500,1.0,101.0,8378.0,58.0,0,0,1,0,0,1,0,0,0
1936,1.0,94.0,133200.0,56.0,0,0,0,1,0,0,0,0,1
516,1.0,93.0,13365.0,58.74590869939707,0,0,0,0,0,0,0,1,0
15,1.0,178.0,532753.0,73.0,1,0,0,0,0,0,0,0,0
49,1.0,116.0,2314.0,58.74590869939707,0,0,0,1,0,0,0,1,0
326,1.0,102.0,190010.0,71.0,0,0,0,1,1,0,0,0,0
2634,1.0,96.0,92422.0,19.0,0,0,0,1,0,0,0,1,0
508,1.0,95.0,21378.0,33.0,0,0,1,0,0,0,0,1,0
1619,1.0,99.0,25674.0,53.0,0,0,0,1,0,0,0,1,0
1010,1.0,91.0,10434.0,58.74590869939707,0,0,0,0,0,0,0,1,0
197,1.0,90.0,6596.0,58.74590869939707,0,0,0,0,1,0,0,0,0
687,1.0,80.0,7355.0,58.74590869939707,0,0,0,0,0,0,0,0,1
639,1.0,100.0,2161.0,58.74590869939707,0,0,0,1,0,0,0,1,0
769,1.0,97.0,10810.0,60.0,0,0,0,0,1,0,0,0,0
743,1.0,128.0,507507.0,79.0,0,1,0,0,0,0,0,1,0
106,1.0,99.0,3694.0,58.74590869939707,0,0,0,1,0,0,0,0,0
1659,1.0,123.0,355698.0,59.0,0,0,0,1,1,0,0,0,0
2580,1.0,110.0,5656.0,58.74590869939707,0,0,0,0,0,0,0,1,0
3009,1.0,80.0,5718.0,58.74590869939707,0,0,0,0,1,0,0,0,0
236,1.0,139.0,3121.0,45.0,0,0,1,0,0,0,0,0,0
1576,1.0,128.0,52691.0,60.0,0,0,0,1,0,0,0,1,0
2596,1.0,122.0,321867.0,76.0,1,0,0,0,1,0,0,0,0
2417,1.0,91.0,3192.0,67.0,0,0,0,1,0,1,0,0,0
481,1.0,134.0,78096.0,86.0,1,0,0,0,0,1,0,0,0
1476,1.0,5.0,6745.0,58.74590869939707,0,1,0,0,0,0,1,0,0
491,1.0,103.0,2713.0,58.74590869939707,0,0,0,1,0,1,0,0,0
4,1.0,106.0,39757.0,49.0,0,0,0,1,0,0,0,1,0
1934,1.0,110.0,11217.0,70.0,0,0,0,1,0,1,0,0,0
2326,1.0,99.0,45402.0,29.0,0,0,1,0,1,0,0,0,0
46,1.0,106.0,1101812.0,77.0,0,1,0,0,0,0,0,0,0
172,1.0,103.0,37682.0,47.0,0,0,0,1,0,0,0,1,0
2564,1.0,90.0,43711.0,38.0,0,0,0,0,0,0,0,1,0
1715,1.0,99.0,100604.0,84.0,0,0,0,1,0,0,0,0,0
2779,1.0,88.0,216991.0,49.0,0,0,0,1,0,0,1,0,0
1859,1.0,144.0,51730.0,50.0,0,0,1,0,1,0,0,0,0
422,1.0,112.0,79281.0,79.0,0,0,0,1,1,0,0,0,0
803,1.0,145.0,1187092.0,92.0,0,1,0,0,0,0,0,0,0
2604,1.0,80.0,5481.0,84.0,0,0,0,1,0,0,0,0,0
2602,1.0,107.0,7187.0,54.0,0,0,0,0,0,1,0,0,0
465,1.0,98.0,3442.0,58.74590869939707,0,0,0,0,0,0,0,1,0
1614,1.0,97.0,21373.0,69.0,0,0,0,1,0,0,0,0,1
229,1.0,99.0,65481.0,86.0,1,0,0,0,0,0,0,0,0
344,1.0,98.0,23626.0,79.0,0,0,1,0,0,0,0,0,0
700,1.0,109.0,21619.0,80.0,0,0,0,1,0,1,0,0,0
1794,1.0,100.0,8845.0,58.74590869939707,0,0,0,0,1,0,0,0,0
2117,1.0,122.0,105790.0,53.0,0,0,0,1,0,0,0,0,0
1494,1.0,103.0,51656.0,53.0,0,0,0,1,0,0,0,1,0
2434,1.0,93.0,29714.0,70.0,0,0,0,1,0,0,0,1,0
1810,1.0,94.0,22807.0,75.0,0,0,0,1,0,0,0,0,0
2362,1.0,89.0,4987.0,59.0,0,0,0,1,0,0,0,0,0
612,1.0,88.0,203180.0,59.0,0,0,0,1,0,0,1,0,0
1610,1.0,83.0,4219.0,58.74590869939707,0,0,0,0,0,0,0,0,1
1703,1.0,93.0,145560.0,73.0,1,0,0,0,0,0,0,1,0
313,1.0,126.0,13142.0,58.74590869939707,0,0,0,1,0,1,0,0,0
2883,1.0,143.0,712771.0,81.0,0,1,0,0,1,0,0,0,0
2940,1.0,88.0,3506.0,31.0,0,0,0,0,0,1,0,0,0
2996,1.0,95.0,6391.0,62.0,0,0,0,1,0,0,0,1,0
377,1.0,96.0,16350.0,58.74590869939707,0,0,1,0,0,0,0,0,0
1005,1.0,175.0,1901273.0,100.0,0,1,0,0,0,0,0,0,0
956,1.0,131.0,1073888.0,58.0,1,0,0,0,1,0,0,0,0
704,1.0,102.0,15329.0,70.0,0,0,0,1,0,0,0,1,0
993,1.0,140.0,95321.0,62.0,0,0,1,0,0,0,0,0,0
435,1.0,99.0,18199.0,58.74590869939707,0,0,0,1,0,0,0,1,0
793,1.0,201.0,40549.0,84.0,0,1,0,0,0,1,0,0,0
1578,1.0,96.0,19691.0,74.0,0,0,0,1,0,0,0,1,0
2453,1.0,90.0,8295.0,64.0,0,0,0,1,0,0,0,1,0
257,1.0,110.0,12559.0,58.74590869939707,0,0,1,0,0,0,0,1,0
2888,1.0,85.0,134622.0,50.0,0,0,0,1,0,0,0,1,0
729,1.0,119.0,449545.0,100.0,0,1,0,0,0,1,0,0,0
297,1.0,93.0,24573.0,66.0,0,0,0,1,0,0,0,1,0
1615,1.0,104.0,5973.0,38.0,0,0,0,1,0,1,0,0,0
1596,1.0,114.0,863.0,58.74590869939707,0,0,0,1,0,0,0,1,0
1782,1.0,130.0,172832.0,59.0,1,0,0,0,1,0,0,0,0
1945,1.0,95.0,4736.0,51.0,0,0,0,1,0,0,0,1,0
272,1.0,127.0,132834.0,64.0,0,0,0,1,1,0,0,0,0
397,1.0,80.0,8900.0,21.0,0,0,1,0,1,0,0,0,0
500,1.0,131.0,19647.0,58.74590869939707,1,0,0,0,0,0,0,0,0
2378,1.0,113.0,13384.0,73.0,0,0,0,1,0,1,0,0,0
478,1.0,109.0,9400.0,58.74590869939707,0,0,1,0,0,0,0,0,1
76,1.0,115.0,548.0,58.74590869939707,0,0,0,1,0,1,0,0,0
3070,1.0,97.0,361.0,60.0,0,0,1,0,0,0,0,0,0
801,1.0,94.0,10296.0,58.74590869939707,0,0,1,0,0,0,0,1,0
2843,1.0,113.0,343138.0,60.0,1,0,0,0,1,0,0,0,0
1687,1.0,95.0,5965.0,82.0,0,0,0,1,0,0,0,0,0
2055,1.0,91.0,1293.0,51.0,0,0,1,0,0,0,0,1,0
2398,1.0,102.0,36314.0,62.0,0,0,0,1,0,1,0,0,0
2370,1.0,96.0,2850.0,66.0,0,0,0,0,0,0,0,1,0
1502,1.0,125.0,2984.0,58.74590869939707,0,1,0,0,0,1,0,0,0
1348,1.0,92.0,5165.0,58.74590869939707,0,0,0,0,0,0,0,0,1
421,1.0,154.0,139848.0,58.0,1,0,0,0,0,1,0,0,0
2143,1.0,108.0,47757.0,75.0,0,0,0,1,0,0,0,1,0
1866,1.0,117.0,59301.0,56.0,1,0,0,0,0,0,0,1,0
2373,1.0,90.0,88294.0,81.0,0,0,0,1,0,0,1,0,0
1535,1.0,92.0,7255.0,58.74590869939707,0,0,0,0,0,0,0,0,0
901,1.0,83.0,14238.0,84.0,0,0,0,1,1,0,0,0,0
1845,1.0,76.0,194.0,58.74590869939707,0,0,0,0,0,0,0,0,0
2188,1.0,104.0,105324.0,59.0,0,0,1,0,0,0,0,1,0
3239,1.0,95.0,8803.0,30.0,0,0,1,0,0,0,0,1,0
1743,1.0,108.0,2464.0,52.0,0,0,1,0,0,1,0,0,0
539,1.0,96.0,920.0,58.0,0,0,0,1,1,0,0,0,0
919,1.0,109.0,27404.0,59.0,1,0,0,0,0,0,0,1,0
262,1.0,110.0,21526.0,86.0,1,0,0,0,0,0,0,1,0
2948,1.0,91.0,116574.0,66.0,0,0,0,1,1,0,0,0,0
361,1.0,119.0,4406.0,58.74590869939707,0,0,1,0,0,0,0,0,0
3269,1.0,116.0,33851.0,45.0,0,0,0,0,0,0,0,0,0
161,1.0,91.0,80938.0,63.0,0,0,0,1,0,1,0,0,0
347,1.0,116.0,374858.0,78.0,0,1,0,0,1,0,0,0,0
130,1.0,98.0,8017.0,73.0,0,0,0,1,0,0,0,1,0
89,1.0,98.0,180494.0,58.74590869939707,0,0,0,1,0,0,0,0,0
3160,1.0,94.0,8559.0,22.0,0,0,0,0,0,1,0,0,0
581,1.0,109.0,1635.0,58.74590869939707,0,0,0,0,0,1,0,0,0
1738,1.0,91.0,23569.0,38.0,0,0,0,1,0,0,0,0,0
2045,1.0,97.0,44430.0,68.0,0,0,0,1,1,0,0,0,0
1045,1.0,136.0,345674.0,58.0,1,0,0,0,1,0,0,0,0
1439,1.0,110.0,37164.0,42.0,0,1,0,0,0,0,0,1,0
2272,1.0,96.0,80166.0,29.0,0,0,1,0,0,1,0,0,0
2867,1.0,95.0,15445.0,60.0,0,0,0,1,0,0,0,1,0
923,1.0,115.0,983111.0,85.0,0,1,0,0,1,0,0,0,0
726,1.0,130.0,333747.0,92.0,0,1,0,0,0,1,0,0,0
1536,1.0,110.0,347913.0,80.0,1,0,0,0,0,1,0,0,0
2662,1.0,102.0,9723.0,72.0,0,0,0,1,0,0,0,1,0
1577,1.0,89.0,6263.0,49.0,0,0,0,0,0,1,0,0,0
3293,1.0,94.0,1535.0,41.0,0,0,0,1,0,0,0,1,0
1520,1.0,90.0,59080.0,36.0,0,0,0,1,0,0,0,1,0
391,1.0,121.0,32406.0,58.74590869939707,0,0,1,0,1,0,0,0,0
1780,1.0,165.0,283525.0,63.0,1,0,0,0,1,0,0,0,0
281,1.0,94.0,1166.0,58.74590869939707,0,0,0,1,0,1,0,0,0
1800,1.0,100.0,16053.0,76.0,0,0,0,1,0,0,0,1,0
625,1.0,115.0,806.0,58.74590869939707,0,0,0,1,0,1,0,0,0
577,1.0,108.0,5145.0,58.74590869939707,0,0,0,0,0,0,0,1,0
3219,1.0,110.0,4272.0,86.0,1,0,0,0,0,0,0,0,0
1549,1.0,135.0,76731.0,69.0,1,0,0,0,0,0,0,0,0
24,1.0,111.0,128611.0,82.0,0,1,0,0,0,1,0,0,0
1969,1.0,135.0,126402.0,79.0,1,0,0,0,1,0,0,0,0
702,1.0,110.0,46126.0,36.0,0,0,0,0,1,0,0,0,0
1817,1.0,86.0,4445.0,54.0,0,0,1,0,0,1,0,0,0
2534,1.0,86.0,620.0,73.0,0,0,0,1,0,0,0,0,0
1252,1.0,81.0,248.0,60.0,0,0,0,0,0,0,0,0,0
716,1.0,84.0,39158.0,30.0,0,0,1,0,1,0,0,0,0
2306,1.0,99.0,43973.0,36.0,0,0,1,0,0,0,0,0,1
1425,1.0,102.0,2475.0,58.74590869939707,0,0,0,0,1,0,0,0,0
2282,1.0,112.0,3925.0,49.0,0,0,1,0,0,1,0,0,0
1080,1.0,93.0,699518.0,83.0,1,0,0,0,0,1,0,0,0
653,1.0,136.0,845300.0,77.0,1,0,0,0,0,0,0,0,0
2489,1.0,144.0,655963.0,61.0,1,0,0,0,1,0,0,0,0
1501,1.0,105.0,7403.0,59.0,0,0,1,0,0,1,0,0,0
963,1.0,125.0,7647.0,55.0,0,0,0,0,0,0,0,0,0
2923,1.0,126.0,391.0,58.74590869939707,0,0,0,1,0,0,0,1,0
773,1.0,118.0,20061.0,56.0,0,0,0,0,0,0,0,0,0
1979,1.0,96.0,3362.0,52.0,0,0,0,1,0,0,0,1,0
559,1.0,60.0,476.0,58.74590869939707,1,0,0,0,0,0,0,0,0
1539,1.0,98.0,3794.0,58.74590869939707,0,0,1,0,0,0,0,1,0
216,1.0,113.0,7113.0,58.74590869939707,0,0,0,1,0,0,0,1,0
